"HR","Name","Vmag","IRflag","RA1900","DE1900","RA","DE","GLON","GLAT","""B-V""","""U-B""","pmRA","pmDE","RadVel"
6332,"59    Her",5.25,"",16.9652222222222,33.7127777777778,17.0267777777778,33.5683333333333,56.13,36.45,0.02,0.02,0.003,0.002,-12
6333,"",5.75,"",16.9701944444444,25.6463888888889,17.0385277777778,25.5055555555556,46.57,34.37,1.02,0.79,0.055,0.097,-50
6334,"",4.87,"",16.9706944444444,-32.0177777777778,17.0803888888889,-33.8772222222222,350.83,4.29,0.26,-0.68,0.008,-0.002,4
6335,"",6.3,"",16.971,73.2788888888889,16.938,73.1277777777778,105.04,34.11,0.24,0.11,0,-0.021,-13
6336,"",6.36,"",16.975,32.0266666666667,17.0381111111111,31.8847222222222,54.12,35.97,1.13,NA,0.045,0.037,-13
6337,"",4.98,"I",16.9758055555556,14.2358333333333,17.0521666666667,14.0919444444444,33.95,30.26,1.6,1.92,0.023,-0.064,43
6338,"",6.19,"",16.9765833333333,-42.0333333333333,17.0968333333333,-43.895,342.98,-1.9,0.28,0.02,0.028,0.019,-33
6339,"",6.52,"",16.9771666666667,14.6583333333333,17.0528888888889,14.5111111111111,34.41,30.42,0.76,0.45,-0.169,-0.185,-56
6340,"",6.3,"",16.9805,-19.6458333333333,17.07925,-19.5052777777778,1.91,12.39,-0.02,NA,-0.006,-0.024,-11
6341,"",5.93,"",16.9843055555556,13.7472222222222,17.0609166666667,13.6052777777778,33.5,29.95,0,-0.04,-0.023,-0.035,-32
6342,"",6.08,"",16.9893888888889,13.7111111111111,17.0661111111111,13.5675,33.49,29.87,1.03,0.84,0.022,-0.129,46
6343,"",6.35,"I",16.9921944444444,19.8302777777778,17.0646388888889,19.6905555555556,40.11,32.18,1.52,NA,-0.019,0.016,-39
6344,"",5.98,"",16.9929444444444,-36.9102777777778,17.1056388888889,-36.7725,348.53,2.17,0.07,0.1,0.012,-0.023,-21
6345,"",6.4,"",16.9932777777778,69.3330555555555,16.9840555555556,69.1863888888889,100.4,35.11,NA,NA,0,-0.038,-27
6346,"61    Her",6.69,"I",16.9985277777778,35.5552777777778,17.0583888888889,35.4141666666667,58.48,36.4,NA,NA,0.033,-0.035,-12
6347,"",6.13,"",16.9969166666667,-34.6858333333333,17.1078888888889,-34.5488888888889,349.97,3.22,0.5,-0.53,0.013,-0.006,2
6348,"",6.13,"",17.0001388888889,60.7902777777778,17.0213055555556,60.6491666666667,90.05,36.81,1,0.82,-0.055,0.058,-17
6349,"",6.01,"",17.0031388888889,0.849444444444444,17.0880277777778,0.7025,20.77,23.78,0.58,0.06,-0.003,-0.338,-18
6350,"",6.3,"",17.0037222222222,-20.5741666666667,17.1032777777778,-20.4352777777778,1.22,11.49,0.13,NA,-0.011,-0.077,-45
6351,"",6.04,"",17.0046666666667,34.9294444444444,17.0648611111111,34.7902777777778,57.73,36.21,0.22,NA,-0.068,-0.002,-20
6352,"",6.17,"",17.0055833333333,19.7372222222222,17.0781388888889,19.5991666666667,40.08,31.97,-0.01,-0.09,0.009,0.001,-24
6353,"",5.64,"",17.0063611111111,0.755,17.0923055555556,0.891944444444444,19.3,22.93,0.16,-0.64,0.002,0.004,16
6354,"",6.29,"",17.0114722222222,-25.6225,17.1147777777778,-25.4869444444444,357.24,8.47,-0.04,-0.24,0.001,-0.011,-24
6355,"60    Her",4.91,"",17.0123333333333,12.8780555555556,17.0896388888889,12.7408333333333,32.78,29.22,0.12,0.05,0.051,-0.01,-4
6356,"",6.39,"",17.0162777777778,-60.4558333333333,17.1684166666667,-60.3244444444444,329.02,-12.75,-0.04,NA,-0.001,-0.01,4
6357,"",6.22,"",17.0169722222222,-69.4097222222222,17.2055,-69.2788888888889,321.29,-17.89,1.06,1.04,0.041,-0.079,-24
6358,"",6.37,"I",17.0235,9.86888888888889,17.1026944444444,9.73333333333333,29.77,27.78,1.45,1.73,0.023,-0.008,-6
6359,"",6.37,"",17.0248611111111,10.5888888888889,17.1036388888889,10.4541666666667,30.51,28.07,0.87,0.57,0.049,0.018,-24
6360,"",6.1,"",17.0283333333333,64.7391666666667,17.0375833333333,64.6005555555555,94.84,35.94,0.96,0.71,-0.05,0.025,-25
6361,"",6.38,"",17.02825,-0.478611111111111,17.1146944444444,-0.343611111111111,18.76,22.26,0.2,0.1,0.033,-0.036,7
6362,"",6.43,"",17.0339166666667,43.9480555555556,17.0847222222222,43.8122222222222,68.93,37.09,0.09,0.16,0.006,0,-9
6363,"",6.09,"",17.03625,48.9419444444444,17.0805,48.8041666666667,75.2,37.31,1.09,1,0.026,-0.066,12
6364,"",5.56,"I",17.0344722222222,22.2194444444444,17.1050277777778,22.0841666666667,43,32.45,1.3,1.52,-0.094,-0.038,-96
6365,"",5.99,"",17.0406666666667,-16.5233333333333,17.1374722222222,-16.3908333333333,4.82,13.37,1.01,NA,0.006,-0.032,-14
6366,"",5.97,"",17.0400555555556,-29.7288888888889,17.1465277777778,-29.5963888888889,354.33,5.83,0.25,0.33,-0.015,-0.062,-30
6367,"",6.06,"",17.0511111111111,0.9475,17.1371111111111,-0.920555555555556,19.49,22.26,0.08,0.04,-0.02,-0.034,-21
6368,"",5.89,"",17.0511944444444,-66.9305555555556,17.2215277777778,-66.8033333333333,324.46,-16.09,1.06,0.9,-0.18,-0.093,-8
6369,"21Mu  Dra",5.83,"",17.05425,54.6019444444444,17.0888333333333,54.4702777777778,82.3,37.02,NA,NA,-0.073,0.085,-18
6370,"21Mu  Dra",5.8,"",17.05425,54.6019444444444,17.0888055555556,54.4702777777778,82.3,37.02,0.48,0.05,-0.073,0.085,-15
6371,"",5.08,"",17.0576111111111,-43.5713888888889,17.1784166666667,-43.4425,343.15,-2.87,0.86,0.58,-0.033,-0.056,-7
6372,"",6.36,"",17.0607777777778,-2.25083333333333,17.1484722222222,-2.11722222222222,16.98,20.69,0.69,0.36,-0.059,-0.158,15
6373,"",6.25,"",17.0608611111111,-73.5888888888889,17.2765555555556,-73.4669444444445,318.01,-20.12,-0.01,0,-0.027,-0.058,0
6374,"",5.84,"",17.0673333333333,-47.2522222222222,17.1941388888889,-47.1258333333333,339.74,-5.54,1.84,1.85,0.029,-0.03,15
6375,"",5.56,"",17.0711666666667,-9.60722222222222,17.1633333333333,-9.47666666666667,11.15,16.99,0.52,0.02,0.057,-0.105,-3
6376,"",6.34,"",17.07525,40.6466666666667,17.1296388888889,40.5161111111111,64.9,36.29,0.03,0.04,-0.038,-0.033,-7
6377,"",5.39,"",17.0748055555556,36.065,17.1338888888889,35.9352777777778,59.31,35.58,0.31,0.05,-0.024,-0.01,-30
6378,"35Eta Oph",2.43,"I",17.0773611111111,-14.3988888888889,17.1729722222222,-14.2752777777778,6.72,14.01,0.06,0.09,0.039,0.098,-1
6379,"",6.21,"",17.0801666666667,75.4358333333333,17.0278333333333,75.2972222222222,107.35,33.04,NA,NA,0.016,-0.079,1
6380,"Eta Sco",3.33,"",17.0831388888889,-42.8927777777778,17.2025555555556,-42.7608333333333,344.37,-2.3,0.41,0.09,0.024,-0.287,-28
6381,"",5.67,"",17.0893611111111,-38.6183333333333,17.2045,-38.4930555555556,347.4,-0.12,0.04,NA,-0.013,-0.075,12
6382,"",6.3,"",17.0900833333333,-37.3022222222222,17.2045833333333,-37.1777777777778,347.95,0.28,1.05,NA,0.019,-0.043,-32
6383,"",6.46,"",17.0971666666667,50.9688888888889,17.1380833333333,50.8422222222222,77.74,36.73,0,-0.13,-0.002,0.029,-15
6384,"",6.09,"",17.0962222222222,-55.2322222222222,17.237,-55.1116666666667,333.35,-10.48,1.78,1.34,-0.016,0.003,-34
6385,"",6.57,"",17.1019722222222,12.5916666666667,17.1793888888889,12.4672222222222,33.11,27.91,0.08,0.09,0.037,-0.007,5
6386,"",6.54,"",17.1013611111111,-24.8686111111111,17.2037777777778,-24.7452777777778,358.98,8.23,-0.04,NA,-0.014,-0.033,-3
6387,"",6.14,"",17.1025555555556,-26.3613888888889,17.2069444444444,-26.2380555555556,356.95,6.74,-0.04,NA,-0.011,-0.04,1
6388,"",5.08,"I",17.1051944444444,40.9022222222222,17.15925,40.7772222222222,65.27,35.99,1.28,1.39,-0.042,0.012,-56
6389,"",6.01,"",17.1078888888889,-31.6827777777778,17.2163055555556,-31.5613888888889,353.2,3.91,0.07,-0.77,0.013,-0.012,17
6390,"",6.33,"",17.1155,8.01638888888889,17.1958888888889,7.89472222222222,28.6,25.73,1.04,0.86,0.035,0.014,-6
6391,"63    Her",6.19,"",17.1151944444444,24.3597222222222,17.1842222222222,24.2377777777778,45.82,32.1,0.23,NA,-0.011,0.033,-2
6392,"",6.6,"I",17.1255,-38.3516666666667,17.2410277777778,-38.2330555555556,347.43,-0.62,2.21,1.35,0.005,-0.011,-6
6393,"37    Oph",5.33,"I",17.1291388888889,10.7061111111111,17.2077222222222,10.5852777777778,31.38,26.74,1.59,1.64,0.001,-0.026,26
6394,"",6.65,"",17.1299444444444,0.473611111111111,17.2151111111111,0.351944444444444,21.45,21.95,0.5,0.05,0.019,-0.078,58
6395,"",6.29,"",17.1369722222222,52.5311111111111,17.1751666666667,52.4088888888889,79.68,36.35,0,-0.18,-0.014,-0.01,-34
6396,"22Zet Dra",3.17,"",17.1415833333333,65.8377777777778,17.1464444444444,65.7147222222222,96.01,35.04,-0.12,-0.43,-0.02,0.022,-17
6397,"",5.53,"",17.1459166666667,-32.5672222222222,17.2553611111111,-32.4516666666667,352.59,2.87,-0.01,-0.91,0.009,0,4
6398,"",5.96,"",17.1460833333333,-37.5327777777778,17.2599722222222,-37.4061111111111,348.52,-0.11,0.58,0.11,-0.182,-0.412,-54
6399,"",6.04,"",17.1519722222222,49.8652777777778,17.1945,49.7466666666667,76.38,36.19,NA,NA,0.02,0.035,-11
6400,"",6.53,"",17.1517777777778,-68.0697222222222,17.3368888888889,-69.9544444444444,322.26,-18.11,0.6,0.15,-0.045,-0.201,-5
6401,"36    Oph",5.11,"I",17.15325,-25.5441666666667,17.2558333333333,-25.3972222222222,358.3,6.88,0.86,0.53,-0.458,-1.142,0
6402,"36    Oph",5.07,"I",17.1532777777778,-25.5452777777778,17.2557777777778,-25.3986111111111,358.3,6.88,0.85,0.53,-0.491,-1.133,-1
6403,"",6.21,"",17.1578055555556,-29.9047222222222,17.2643055555556,-29.7894444444444,355.38,4.71,-0.03,-0.09,-0.001,-0.037,-4
6404,"",5.99,"",17.1608611111111,-13.5308333333333,17.2556388888889,-13.4161111111111,8.38,13.64,1.1,NA,-0.012,-0.001,-3
6405,"",6.12,"",17.1614166666667,-34.3727777777778,17.2726388888889,-34.2505555555556,350.92,1.42,0.48,-0.02,-0.118,-0.319,-1
6406,"64Alp1Her",3.48,"I",17.1681111111111,14.5041666666667,17.2441388888889,14.3902777777778,35.53,27.82,1.44,1.01,-0.006,0.036,-33
6407,"64Alp2Her",5.39,"",17.1681944444444,14.5036111111111,17.2442222222222,14.39,35.53,27.82,NA,NA,-0.003,0.045,-37
6408,"",5.91,"",17.1725833333333,-58.4147222222222,17.3201111111111,-58.3055555555556,331.34,-12.58,1.37,NA,-0.012,-0.008,-5
6409,"",5.55,"",17.1758888888889,-31.4502777777778,17.2843611111111,-31.3372222222222,353.52,3.08,0.5,0.05,-0.096,-0.056,-36
6410,"65Del Her",3.14,"I",17.1820555555556,24.9569444444444,17.2505277777778,24.8391666666667,46.83,31.42,0.08,0.08,-0.021,-0.157,-40
6411,"Iot Aps",5.41,"",17.1823611111111,-69.9822222222222,17.3683055555556,-69.8766666666667,322.28,-18.29,-0.04,-0.23,-0.006,-0.012,-4
6412,"",6.17,"",17.1866388888889,2.29833333333333,17.2706111111111,2.18611111111111,23.62,22.1,0.22,0.16,0.001,-0.021,4
6413,"",6.09,"",17.1892222222222,-5.86611111111111,17.2785555555556,-5.755,15.9,17.8,1.1,0.97,-0.004,-0.005,-21
6414,"",5.88,"",17.1908888888889,1.32194444444444,17.2754722222222,1.21055555555556,22.73,21.57,0.06,-0.45,-0.001,-0.013,-11
6415,"41    Oph",4.73,"I",17.1912777777778,0.3325,17.2768611111111,0.445277777777778,21.2,20.75,1.14,1.13,-0.023,-0.066,-2
6416,"",5.48,"",17.1910277777778,-45.4680555555556,17.3175555555556,-45.3661111111111,342.29,-5.26,0.8,0.38,0.979,0.224,23
6417,"Zet Aps",4.78,"",17.1923055555556,-66.3338888888889,17.3665,-66.2294444444444,324.4,-17.1,1.21,1.27,-0.042,-0.006,13
6418,"67Pi  Her",3.16,"I",17.1927222222222,36.9216666666667,17.2507777777778,36.8091666666667,60.66,34.34,1.44,1.66,-0.026,0.004,-26
6419,"",5.96,"I",17.19225,23.8541666666667,17.2615555555556,23.7427777777778,45.66,30.94,1.31,NA,-0.025,0.022,-42
6420,"",5.76,"",17.1926666666667,-43.9788888888889,17.3133333333333,-43.8702777777778,344.34,-3.8,-0.05,-0.13,0,-0.021,-12
6421,"",5.56,"",17.1946388888889,62.9883333333333,17.2090555555556,62.8744444444444,92.5,35.14,0.21,0.06,0.014,0.048,-5
6422,"",6.36,"",17.1971111111111,-31.5555555555556,17.3056666666667,-31.4466666666667,353.77,2.93,0.15,-0.36,-0.013,-0.019,-14
6423,"",6.27,"",17.1963055555556,-48.0444444444444,17.3250833333333,-49.9366666666667,339.5,-7.27,0.41,NA,-0.014,-0.015,11
6424,"39Omi Oph",5.2,"I",17.1985277777778,-23.8219444444444,17.3001944444444,-23.7130555555556,0.54,7.7,1.1,0.9,-0.054,-0.008,-29
6425,"39Omi Oph",6.8,"",17.1985,-23.825,17.3001388888889,-23.7158333333333,0.55,7.71,0.51,0.05,-0.073,-0.009,-28
6426,"",5.91,"",17.2024166666667,-33.1222222222222,17.3158888888889,-33.0102777777778,351.83,1.44,1.04,0.82,1.17,-0.164,0
6427,"",6.65,"",17.2027222222222,-43.8841666666667,17.3234722222222,-43.7769444444444,344.32,-3.94,0.2,0.01,-0.007,-0.015,-15
6428,"",6.43,"I",17.2093333333333,-15.7952777777778,17.3053333333333,-15.6880555555556,7.3,12.09,1.66,2.05,-0.005,0.01,-40
6429,"",5.88,"",17.2125277777778,-79.2336111111111,17.52425,-79.1408333333333,312.32,-23.69,1.67,1.81,-0.013,-0.044,-19
6430,"",6.45,"I",17.2234722222222,23.1980555555556,17.2933055555556,23.0908333333333,45.11,30.32,NA,NA,-0.002,-0.001,-15
6431,"68    Her",4.82,"",17.2271666666667,33.2077777777778,17.28875,33.1,56.4,33.14,-0.17,-0.76,-0.008,-0.003,-21
6432,"",6,"",17.2273611111111,17.4247222222222,17.3013888888889,17.3180555555556,38.95,28.19,0.01,0.02,0.014,-0.011,4
6433,"",5.03,"I",17.2318888888889,10.9727777777778,17.3102777777778,10.8644444444444,32.38,25.49,1.55,1.89,0.01,-0.095,40
6434,"",6.51,"",17.2331666666667,6.19055555555556,17.3146666666667,6.08527777777778,27.69,23.34,0.39,0.15,0.02,0.006,-25
6435,"",6.02,"",17.2344444444444,-16.3480555555556,17.3314722222222,-16.2436111111111,6.28,10.99,0.04,NA,-0.01,-0.021,-4
6436,"69    Her",4.65,"",17.2370277777778,37.3961111111111,17.2945277777778,37.2916666666667,61.35,33.91,0.05,-0.03,-0.034,0.063,-10
6437,"",7.48,"",17.2377222222222,49.7986111111111,17.2801666666667,49.6911111111111,76.33,35.36,NA,NA,0.023,0.002,NA
6438,"",5.88,"",17.2382777777778,-56.09,17.3819444444444,-57.9897222222222,333.05,-12.07,1.07,0.86,-0.021,-0.011,-10
6439,"",6.32,"",17.2439722222222,-4.19083333333333,17.3331944444444,-4.08277777777778,16.64,17.27,0.85,0.47,0.04,-0.18,-31
6440,"",5.7,"",17.24375,-61.2344444444444,17.4003055555556,-61.1358333333333,328.89,-14.75,-0.14,-0.76,-0.001,-0.008,4
6441,"",6.52,"",17.2449722222222,-18.7725,17.3428333333333,-18.6672222222222,5.04,9.98,0.58,NA,-0.151,-0.102,-69
6442,"",5.8,"",17.2447222222222,-55.5738888888889,17.38525,-55.4747222222222,334.34,-11.29,1,0.77,-0.008,0.009,-6
6443,"",5.65,"",17.2480833333333,28.9275,17.3134722222222,28.8230555555556,51.59,31.77,0.98,NA,0.05,-0.005,-14
6444,"",5.94,"",17.2504722222222,38.9138888888889,17.3064722222222,38.8113888888889,63.18,34.03,1,0.81,-0.014,0.077,-38
6445,"40Xi  Oph",4.39,"",17.2501666666667,-20.9944444444444,17.3500555555556,-20.8872222222222,3.59,8.92,0.39,-0.05,0.232,-0.206,-9
6446,"53Nu  Ser",4.33,"",17.2533611111111,-11.2544444444444,17.3471388888889,-11.1530555555556,10.63,13.46,0.03,0.05,0.042,0.004,5
6447,"",5.77,"",17.2548888888889,-59.4236111111111,17.4051944444444,-59.3263888888889,330.84,-13.64,-0.08,NA,-0.008,-0.002,-10
6448,"",6.32,"",17.2546111111111,60.7766666666667,17.2748333333333,60.6705555555556,89.76,34.96,1.09,NA,-0.042,0.014,17
6449,"",6.46,"",17.2556111111111,-9.40527777777778,17.3479722222222,-9.30388888888889,12.51,14.6,0.33,0.01,0.065,-0.009,12
6450,"",6.41,"",17.2638611111111,-36.2938888888889,17.3776111111111,-36.195,349.95,-0.79,0.64,-0.32,0.017,-0.013,-14
6451,"Iot Ara",5.25,"",17.2626666666667,-46.6302777777778,17.3878055555556,-46.5316666666667,342.01,-6.33,-0.11,-0.82,-0.01,-0.024,-19
6452,"",5,"I",17.2651111111111,18.1597222222222,17.3385833333333,18.0572222222222,39.96,27.97,1.62,2.06,0.009,-0.055,-46
6453,"42The Oph",3.27,"",17.2644444444444,-23.1002777777778,17.3668333333333,-23.0005555555556,0.46,6.55,-0.22,-0.86,-0.004,-0.02,-2
6454,"",6.47,"",17.26525,-34.1852777777778,17.3772222222222,-34.09,351.51,0.28,0.54,NA,0.08,0.112,-6
6455,"",5.38,"",17.2681111111111,25.6391666666667,17.3360555555556,25.5375,48.01,30.53,0.03,0.1,0.021,-0.015,-5
6456,"",5.93,"",17.2687222222222,-36.8780555555556,17.3819166666667,-36.7794444444444,350.47,-0.51,1.08,NA,0.033,-0.026,-36
6457,"70    Her",5.12,"",17.2797222222222,24.5988888888889,17.3483888888889,24.4994444444444,46.93,30.05,-0.03,0.02,-0.022,0.002,-18
6458,"72    Her",5.39,"",17.2819444444444,32.5963888888889,17.3443333333333,32.4677777777778,55.88,32.31,0.62,0.07,0.137,-1.041,-78
6459,"43    Oph",5.35,"I",17.2844166666667,-27.9541666666667,17.3893333333333,-27.8569444444444,358.02,4.54,1.55,1.8,0.004,-0.031,-14
6460,"",5.12,"",17.2827777777778,-43.9336111111111,17.4036111111111,-43.8375,344.86,-4.62,-0.06,-0.4,-0.011,-0.028,13
6461,"Bet Ara",2.85,"I",17.2830833333333,-54.5647222222222,17.4216666666667,-54.47,335.37,-11.01,1.46,1.56,-0.008,-0.025,0
6462,"Gam Ara",3.34,"",17.2829166666667,-55.7166666666667,17.4232222222222,-55.6225,334.64,-11.48,-0.13,-0.96,-0.002,-0.012,-3
6463,"",6.35,"I",17.2849166666667,16.83,17.3592777777778,16.7308333333333,38.69,27.2,1.61,1.98,-0.018,-0.024,39
6464,"74    Her",5.59,"I",17.2921111111111,46.3388888888889,17.3391944444444,46.2408333333333,72.16,34.58,1.57,1.86,-0.029,0.043,-57
6465,"",6.29,"",17.2939444444444,-1.71083333333333,17.3809166666667,-1.61166666666667,20.22,18.43,0.68,0.24,0.045,-0.112,-35
6466,"",6.35,"",17.2933611111111,28.8558333333333,17.3586666666667,28.7580555555556,51.71,31.18,0.7,NA,0.006,0.006,-6
6467,"",6.43,"",17.2976666666667,48.2875,17.3426666666667,48.1883333333333,74.53,34.68,0.43,-0.08,0.19,-0.019,31
6468,"Kap Ara",5.23,"",17.3033611111111,-49.4580555555556,17.4333333333333,-49.3663888888889,339.6,-8.45,1.06,NA,0.007,0.001,17
6469,"",5.51,"",17.3073888888889,40.0727777777778,17.3621111111111,39.9744444444444,64.69,33.58,0.68,0.21,0.009,-0.063,3
6470,"",6.16,"",17.3067222222222,-33.3969444444444,17.4174166666667,-33.3036111111111,352.79,0.56,0.02,NA,0.004,-0.027,-18
6471,"",6.24,"",17.3115833333333,-61.0527777777778,17.4688055555556,-62.9636111111111,328.99,-15.24,-0.09,NA,-0.023,-0.027,-3
6472,"",5.85,"",17.3119722222222,-20.6519444444444,17.4116666666667,-20.5583333333333,3.79,8.01,0.93,0.67,-0.021,-0.028,-56
6473,"",6.21,"",17.3126944444444,-17.6472222222222,17.4103055555556,-17.5541666666667,6.32,9.67,0.03,-0.13,0.018,-0.004,-21
6474,"",6.19,"",17.3165,-23.8477777777778,17.4183888888889,-23.7563888888889,1.49,6.39,1.1,NA,0.016,0.012,20
6475,"",6.19,"",17.3168055555556,-50.1411111111111,17.4489722222222,-50.0508333333333,338.56,-9.29,-0.03,NA,0.005,-0.021,1
6476,"",5.77,"I",17.3196666666667,8.94555555555556,17.3993333333333,8.85277777777778,31,23.44,1.25,1.27,0.009,-0.002,16
6477,"",5.29,"",17.3246666666667,-44.2466666666667,17.4476388888889,-44.1563888888889,343.72,-5.94,-0.07,-0.34,-0.04,-0.04,-9
6478,"",5.92,"",17.3234722222222,-49.4586111111111,17.4534444444444,-49.3697222222222,339.71,-8.61,0.08,NA,-0.007,-0.004,11
6479,"",5.67,"I",17.3265277777778,53.5155555555556,17.3626111111111,53.4205555555556,80.9,34.64,1.47,NA,0.021,0.005,-8
6480,"73    Her",5.74,"",17.3320555555556,23.0530555555556,17.4018333333333,22.9602777777778,45.53,28.86,0.21,0.05,-0.046,-0.032,-20
6481,"",5.71,"",17.3340833333333,16.3930555555556,17.40875,16.3011111111111,38.56,26.37,0.07,0.12,0.008,-0.026,11
6482,"",6.35,"",17.33425,15.6969444444444,17.4093888888889,15.6061111111111,37.84,26.1,-0.02,-0.18,0.008,0.015,-19
6483,"",5.75,"",17.3332777777778,-51.7916666666667,17.466,-51.7027777777778,338.35,-9.61,1.17,NA,-0.006,-0.065,-9
6484,"75Rho Her",5.47,"",17.3371111111111,37.2386111111111,17.3946388888889,37.1466666666667,61.44,32.71,NA,NA,-0.041,0.004,-19
6485,"75Rho Her",4.52,"",17.3371944444444,37.2377777777778,17.3947222222222,37.1458333333333,61.44,32.71,-0.03,-0.05,-0.037,0.006,-21
6486,"44    Oph",4.17,"",17.3376944444444,-23.9166666666667,17.4395,-23.8247222222222,1.71,6.19,0.28,0.12,0,-0.116,-37
6487,"",5.94,"",17.3394444444444,-54.9166666666667,17.4774166666667,-54.8302777777778,335.94,-11.22,1.11,NA,-0.017,-0.012,-13
6488,"",6.49,"",17.3445277777778,38.6727777777778,17.4006111111111,38.5827777777778,63.14,32.91,0.73,0.21,-0.012,0.04,27
6489,"",6.44,"",17.3461944444444,-0.435555555555556,17.43275,-0.348333333333333,21.29,18.12,0.46,-0.02,0.063,0.051,-24
6490,"",6.44,"",17.3455277777778,-24.1447222222222,17.4486666666667,-24.0566666666667,0.3,5.11,-0.06,NA,-0.028,-0.026,-8
6491,"",6.28,"",17.3497777777778,37.0408333333333,17.4075277777778,36.9519444444445,61.25,32.52,0.88,0.53,-0.026,0.047,-16
6492,"45    Oph",4.29,"",17.3494444444444,-28.2236111111111,17.4559166666667,-28.1330555555556,357.08,2.85,0.4,0.09,0.02,-0.139,37
6493,"",4.54,"",17.3553888888889,-3.00166666666667,17.4438611111111,-4.91333333333333,18.26,16.27,0.39,-0.03,-0.092,-0.043,0
6494,"",6,"",17.3541388888889,-28.3622222222222,17.4604166666667,-28.2755555555556,357.23,2.88,0,NA,-0.008,-0.026,-21
6495,"",5.98,"I",17.3575833333333,17.005,17.4317777777778,16.9175,39.33,26.3,1.62,NA,-0.008,0.011,-10
6496,"",6.21,"",17.3570277777778,-11.5758333333333,17.4505833333333,-11.4875,11.74,12.36,0.51,NA,0.037,-0.062,-40
6497,"",6.06,"",17.3581388888889,7.68305555555556,17.4386111111111,7.59555555555556,30.06,22.36,0.58,0.28,0,-0.005,-11
6498,"49Sig Oph",4.34,"I",17.3591944444444,4.22722222222222,17.4419166666667,4.14027777777778,26.77,20.75,1.5,1.62,0.004,0.007,-27
6499,"",6.41,"",17.3667777777778,26.9652777777778,17.4335833333333,26.8788888888889,49.95,29.69,0.1,0.12,0.008,0.023,-27
6500,"Del Ara",3.62,"",17.3678333333333,-59.3997222222222,17.5183055555556,-59.3161111111111,331.27,-14.36,-0.1,-0.31,-0.059,-0.096,10
6501,"",6.02,"",17.3694444444444,-35.3052777777778,17.48225,-35.2216666666667,351.5,-1.25,1.11,NA,0.002,-0.009,-28
6502,"",5.54,"",17.3750277777778,20.1661111111111,17.4469722222222,20.0808333333333,42.71,27.27,-0.13,-0.56,0.001,0.015,-30
6503,"",6.39,"",17.3758333333333,-37.5652777777778,17.4904722222222,-37.4833333333333,350.11,-2.3,0.09,NA,0.032,0.02,8
6504,"",6.37,"",17.3768055555556,-7.87916666666667,17.4673055555556,-7.79166666666667,15.66,14.38,0.58,0.16,-0.081,-0.128,-64
6505,"",5.95,"",17.3813888888889,-55.1588888888889,17.5230555555556,-55.0794444444444,334.62,-12.46,-0.08,NA,-0.018,0.008,-3
6506,"",5.94,"",17.38625,34.7794444444444,17.4461666666667,34.6958333333333,58.77,31.59,-0.01,-0.06,-0.024,0.047,-22
6507,"",5.44,"",17.3954166666667,0.411666666666667,17.4804722222222,0.330555555555556,23.49,18.45,0.22,0.11,-0.062,0.023,-36
6508,"34Ups Sco",2.69,"",17.3993888888889,-36.7841666666667,17.5127222222222,-36.7041666666667,351.27,-1.84,-0.22,-0.82,-0.001,-0.031,8
6509,"77    Her",5.85,"",17.4014166666667,48.3438888888889,17.4456111111111,48.26,74.7,33.66,0.12,0.15,0.002,-0.004,-9
6510,"Alp Ara",2.95,"",17.4018333333333,-48.2033333333333,17.5306944444444,-48.1238888888889,340.76,-8.83,-0.17,-0.69,-0.031,-0.07,0
6511,"",5.65,"",17.4065833333333,60.1322222222222,17.4281388888889,60.0483333333333,88.89,33.88,0.03,0.01,-0.01,0.027,7
6512,"",6.37,"",17.4073611111111,-4.16222222222222,17.4965,-4.08027777777778,17.92,15.17,0.93,0.67,-0.022,-0.073,4
6513,"",6.03,"",17.4068333333333,-44.0405555555555,17.5303055555556,-45.9636111111111,344.03,-6.77,0.83,NA,0.001,0.007,-29
6514,"",6.51,"",17.4096666666667,58.7352777777778,17.4346944444444,58.6519444444444,87.21,33.91,0.14,0.09,-0.007,0.015,-30
6516,"",5.31,"",17.4207777777778,0.98,17.5066111111111,-0.9375,22.4,17.44,0.72,0.31,-0.117,-0.17,-77
6517,"",6.44,"",17.4199444444444,-32.3738888888889,17.5298333333333,-32.2972222222222,354.39,-0.05,1.19,NA,-0.005,-0.015,-34
6518,"",6.43,"",17.4217777777778,67.3905555555556,17.4167222222222,67.3063888888889,97.56,33.16,0.76,0.29,-0.525,-0.004,-40
6519,"51    Oph",4.81,"",17.4218888888889,-22.1147222222222,17.5236111111111,-22.0372222222222,2.52,5.34,0,-0.06,0.004,-0.027,-12
6520,"",6.05,"",17.4254722222222,-25.8069444444444,17.529,-25.7302777777778,0.62,4.02,-0.06,-0.37,-0.004,-0.025,0
6521,"",6.39,"",17.4286666666667,12.0011111111111,17.5062222222222,11.925,34.76,23.32,0.06,0.01,-0.026,0.053,-25
6522,"",6.17,"",17.42975,-33.7963888888889,17.5401388888889,-33.7202777777778,353.98,-0.47,0.35,NA,-0.017,-0.039,-50
6523,"",5.84,"",17.4345,-40.9008333333333,17.5520555555556,-40.8263888888889,348.27,-4.34,0.06,-0.17,0.004,-0.024,-19
6524,"",5.59,"",17.439,2.79944444444444,17.5225833333333,2.72444444444444,26.03,19.03,0.84,0.58,-0.014,0.019,-29
